# PharmaTrack AI - Test Logs
2026-05-18 23:22:59 | INST-D04 | PRESS | 4.0 | OK
2026-05-19 05:54:29 | INST-C03 | PRESS | 4.09 | OK
2026-05-19 05:54:59 | INST-C03 | TEMP | 15.72 | OK
2026-05-19 05:55:29 | INST-C03 | TEMP | 59.26 | OK
2026-05-19 05:55:59 | INST-B02 | PRESS | 4.9 | OK
2026-05-19 05:56:29 | INST-B02 | PRESS | 48.61 | CRITICAL
2026-05-19 05:56:59 | INST-B02 | FLOW | 1.18 | OK
2026-05-19 05:57:29 | INST-D04 | PRESS | 2.63 | OK
2026-05-19 05:57:59 | INST-D04 | TEMP | 53.02 | OK
2026-05-19 05:58:29 | INST-C03 | TEMP | 30.0 | OK
2026-05-19 05:58:59 | INST-B02 | TEMP | 41.98 | OK
2026-05-19 05:59:29 | INST-B02 | TEMP | 79.14 | OK
2026-05-19 05:59:59 | INST-B02 | PRESS | 19.24 | CRITICAL
2026-05-19 06:00:29 | INST-A01 | TEMP | 62.65 | OK
2026-05-19 06:00:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 06:01:29 | INST-B02 | TEMP | 63.55 | OK
2026-05-19 06:01:59 | INST-C03 | FLOW | 0.2 | CRITICAL
2026-05-19 06:02:29 | INST-D04 | TEMP | 30.29 | OK
2026-05-19 06:02:59 | INST-B02 | FLOW | 1.54 | OK
2026-05-19 06:03:29 | INST-D04 | TEMP | 65.69 | OK
2026-05-19 06:03:59 | INST-A01 | PRESS | 2.65 | OK
2026-05-19 06:04:29 | INST-A01 | FLOW | 0.2 | CRITICAL
2026-05-19 06:04:59 | INST-D04 | FLOW | 1.92 | OK
2026-05-19 06:05:29 | INST-A01 | FLOW | 1.52 | OK
2026-05-19 06:05:59 | INST-A01 | PRESS | 4.07 | OK
2026-05-19 06:06:29 | INST-B02 | TEMP | 53.56 | OK
2026-05-19 06:06:59 | INST-D04 | PRESS | 0.6 | CRITICAL
2026-05-19 06:07:29 | INST-B02 | PRESS | 95.3 | CRITICAL
2026-05-19 06:07:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 06:08:29 | INST-D04 | PRESS | 0.94 | OK
2026-05-19 06:08:59 | INST-A01 | PRESS | 2.42 | OK
2026-05-19 06:09:29 | INST-D04 | TEMP | 79.32 | OK
2026-05-19 06:09:59 | INST-D04 | FLOW | 1.72 | OK
2026-05-19 06:10:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 06:10:59 | INST-D04 | FLOW | 1.57 | OK
2026-05-19 06:11:29 | INST-B02 | TEMP | 38.03 | OK
2026-05-19 06:11:59 | INST-B02 | FLOW | 2.29 | OK
2026-05-19 06:12:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 06:12:59 | INST-D04 | PRESS | 2.71 | OK
2026-05-19 06:13:29 | INST-C03 | FLOW | 0.63 | OK
2026-05-19 06:13:59 | INST-D04 | FLOW | 2.19 | OK
2026-05-19 06:14:29 | INST-D04 | PRESS | 0.75 | OK
2026-05-19 06:14:59 | INST-A01 | TEMP | 52.9 | OK
2026-05-19 06:15:29 | INST-B02 | PRESS | 1.17 | OK
2026-05-19 06:15:59 | INST-A01 | TEMP | 51.21 | OK
2026-05-19 06:16:29 | INST-D04 | PRESS | 4.84 | OK
2026-05-19 06:16:59 | INST-A01 | PRESS | 0.87 | OK
2026-05-19 06:17:29 | INST-A01 | PRESS | 3.66 | OK
2026-05-19 06:17:59 | INST-C03 | TEMP | 18.23 | OK
2026-05-19 06:18:29 | INST-A01 | PRESS | 4.87 | OK
2026-05-19 06:18:59 | INST-C03 | FLOW | 1.84 | OK
2026-05-19 06:19:29 | INST-A01 | TEMP | 21.63 | OK
2026-05-19 06:19:59 | INST-B02 | PRESS | 3.87 | OK
2026-05-19 06:20:29 | INST-B02 | PRESS | 4.48 | OK
2026-05-19 06:20:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 06:21:29 Critical Failure on INST-B02 without pipe splitting
2026-05-19 06:21:59 | INST-C03 | TEMP | 181.25 | CRITICAL
2026-05-19 06:22:29 | INST-A01 | FLOW | 1.5 | OK
2026-05-19 06:22:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 06:23:29 | INST-B02 | PRESS | 0.55 | OK
2026-05-19 06:23:59 | INST-D04 | FLOW | 1.01 | OK
2026-05-19 06:24:29 | INST-C03 | TEMP | 63.19 | OK
2026-05-19 06:24:59 | INST-C03 | FLOW | 1.97 | OK
2026-05-19 06:25:29 | INST-C03 | FLOW | 2.24 | OK
2026-05-19 06:25:59 | INST-D04 | TEMP | 47.92 | OK
2026-05-19 06:26:29 | INST-C03 | PRESS | 4.12 | OK
2026-05-19 06:26:59 | INST-C03 | FLOW | 0.16 | OK
2026-05-19 06:27:29 | INST-C03 | PRESS | 4.86 | OK
2026-05-19 06:27:59 | INST-A01 | TEMP | 15.1 | CRITICAL
2026-05-19 06:28:29 | INST-A01 | PRESS | 2.4 | OK
2026-05-19 06:28:59 Critical Failure on INST-A01 without pipe splitting
2026-05-19 06:29:29 | INST-A01 | PRESS | 95.75 | CRITICAL
2026-05-19 06:29:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 06:30:29 | INST-D04 | TEMP | 15.1 | CRITICAL
2026-05-19 06:30:59 | INST-B02 | TEMP | 105.06 | CRITICAL
2026-05-19 06:31:29 | INST-A01 | PRESS | 3.01 | OK
2026-05-19 06:31:59 | INST-B02 | FLOW | 0.97 | OK
2026-05-19 06:32:29 | INST-A01 | FLOW | 97.95 | CRITICAL
2026-05-19 06:32:59 Critical Failure on INST-D04 without pipe splitting
2026-05-19 06:33:29 | INST-C03 | PRESS | 4.48 | OK
2026-05-19 06:33:59 | INST-C03 | PRESS | 3.45 | OK
2026-05-19 06:34:29 | INST-C03 | FLOW | 1.71 | OK
2026-05-19 06:34:59 | INST-B02 | TEMP | 110.14 | CRITICAL
2026-05-19 06:35:29 | INST-A01 | FLOW | 1.99 | OK
2026-05-19 06:35:59 | INST-C03 | PRESS | 3.8 | OK
2026-05-19 06:36:29 | INST-C03 | PRESS | 3.27 | OK
2026-05-19 06:36:59 Critical Failure on INST-D04 without pipe splitting
2026-05-19 06:37:29 | INST-C03 | FLOW | 1.13 | OK
2026-05-19 06:37:59 | INST-C03 | TEMP | 20.88 | OK
2026-05-19 06:38:29 | INST-A01 | TEMP | 17.39 | OK
2026-05-19 06:38:59 | INST-B02 | TEMP | 44.36 | OK
2026-05-19 06:39:29 | INST-A01 | FLOW | 0.63 | OK
2026-05-19 06:39:59 | INST-A01 | TEMP | 18.59 | OK
2026-05-19 06:40:29 | INST-B02 | FLOW | 0.62 | OK
2026-05-19 06:40:59 | INST-C03 | PRESS | 2.74 | OK
2026-05-19 06:41:29 | INST-A01 | FLOW | 2.15 | OK
2026-05-19 06:41:59 Critical Failure on INST-D04 without pipe splitting
2026-05-19 06:42:29 | INST-A01 | PRESS | 24.28 | CRITICAL
2026-05-19 06:42:59 | INST-A01 | TEMP | 53.34 | OK
2026-05-19 06:43:29 | INST-B02 | FLOW | 84.03 | CRITICAL
2026-05-19 06:43:59 | INST-D04 | FLOW | 1.5 | OK
2026-05-19 06:44:29 | INST-B02 | PRESS | 70.07 | CRITICAL
2026-05-19 06:44:59 | INST-B02 | FLOW | 1.59 | OK
2026-05-19 06:45:29 Critical Failure on INST-B02 without pipe splitting
2026-05-19 06:45:59 | INST-A01 | TEMP | 44.9 | OK
2026-05-19 06:46:29 | INST-C03 | PRESS | 1.88 | OK
2026-05-19 06:46:59 | INST-C03 | FLOW | 1.0 | OK
2026-05-19 06:47:29 | INST-C03 | FLOW | 0.61 | OK
2026-05-19 06:47:59 | INST-D04 | TEMP | 25.63 | OK
2026-05-19 06:48:29 | INST-C03 | PRESS | 1.1 | OK
2026-05-19 06:48:59 | INST-B02 | TEMP | 78.22 | OK
2026-05-19 06:49:29 | INST-A01 | TEMP | 18.38 | OK
2026-05-19 06:49:59 | INST-C03 | FLOW | 0.23 | OK
2026-05-19 06:50:29 | INST-D04 | FLOW | 1.01 | OK
2026-05-19 06:50:59 | INST-D04 | TEMP | 59.49 | OK
2026-05-19 06:51:29 | INST-C03 | PRESS | 1.95 | OK
2026-05-19 06:51:59 | INST-C03 | TEMP | 124.65 | CRITICAL
2026-05-19 06:52:29 | INST-A01 | PRESS | 4.11 | OK
2026-05-19 06:52:59 | INST-A01 | PRESS | 3.06 | OK
2026-05-19 06:53:29 | INST-D04 | TEMP | 55.84 | OK
2026-05-19 06:53:59 | INST-B02 | PRESS | 53.93 | CRITICAL
2026-05-19 06:54:29 Critical Failure on INST-D04 without pipe splitting
2026-05-19 06:54:59 | INST-A01 | PRESS | 1.33 | OK
2026-05-19 06:55:29 | INST-B02 | TEMP | 27.68 | OK
2026-05-19 06:55:59 | INST-B02 | TEMP | 20.94 | OK
2026-05-19 06:56:29 | INST-A01 | FLOW | 0.63 | OK
2026-05-19 06:56:59 | INST-D04 | PRESS | 4.99 | OK
2026-05-19 06:57:29 | INST-C03 | TEMP | 15.1 | CRITICAL
2026-05-19 06:57:59 Critical Failure on INST-A01 without pipe splitting
2026-05-19 06:58:29 | INST-B02 | PRESS | 2.99 | OK
2026-05-19 06:58:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 06:59:29 Critical Failure on INST-B02 without pipe splitting
2026-05-19 06:59:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 07:00:29 | INST-D04 | FLOW | 0.32 | OK
2026-05-19 07:00:59 | INST-C03 | TEMP | 83.02 | OK
2026-05-19 07:01:29 | INST-B02 | FLOW | 1.69 | OK
2026-05-19 07:01:59 | INST-A01 | PRESS | 2.8 | OK
2026-05-19 07:02:29 | INST-C03 | PRESS | 2.21 | OK
2026-05-19 07:02:59 | INST-B02 | PRESS | 0.95 | OK
2026-05-19 07:03:29 | INST-B02 | TEMP | 26.09 | OK
2026-05-19 07:03:59 | INST-C03 | PRESS | 2.66 | OK
2026-05-19 07:04:29 | INST-D04 | TEMP | 144.77 | CRITICAL
2026-05-19 07:04:59 | INST-A01 | FLOW | 1.11 | OK
2026-05-19 07:05:29 | INST-A01 | TEMP | 44.67 | OK
2026-05-19 07:05:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 07:06:29 | INST-D04 | TEMP | 75.37 | OK
2026-05-19 07:06:59 | INST-C03 | TEMP | 45.34 | OK
2026-05-19 07:07:29 | INST-B02 | FLOW | 0.86 | OK
2026-05-19 07:07:59 | INST-A01 | TEMP | 127.29 | CRITICAL
2026-05-19 07:08:29 | INST-C03 | TEMP | 64.07 | OK
2026-05-19 07:08:59 | INST-D04 | PRESS | 0.59 | OK
2026-05-19 07:09:29 | INST-D04 | TEMP | 59.43 | OK
2026-05-19 07:09:59 | INST-D04 | PRESS | 3.48 | OK
2026-05-19 07:10:29 | INST-A01 | PRESS | 2.64 | OK
2026-05-19 07:10:59 | INST-A01 | TEMP | 22.81 | OK
2026-05-19 07:11:29 | INST-D04 | TEMP | 58.62 | OK
2026-05-19 07:11:59 | INST-C03 | FLOW | 1.86 | OK
2026-05-19 07:12:29 | INST-C03 | PRESS | 2.92 | OK
2026-05-19 07:12:59 | INST-B02 | PRESS | 1.32 | OK
2026-05-19 07:13:29 | INST-B02 | FLOW | 2.17 | OK
2026-05-19 07:13:59 | INST-D04 | PRESS | 0.6 | CRITICAL
2026-05-19 07:14:29 | INST-C03 | TEMP | 38.7 | OK
2026-05-19 07:14:59 | INST-A01 | FLOW | 2.28 | OK
2026-05-19 07:15:29 | INST-C03 | TEMP | 70.94 | OK
2026-05-19 07:15:59 | INST-B02 | FLOW | 1.33 | OK
2026-05-19 07:16:29 Critical Failure on INST-B02 without pipe splitting
2026-05-19 07:16:59 | INST-D04 | FLOW | 92.58 | CRITICAL
2026-05-19 07:17:29 | INST-C03 | PRESS | 1.18 | OK
2026-05-19 07:17:59 | INST-D04 | FLOW | 0.11 | OK
2026-05-19 07:18:29 Critical Failure on INST-D04 without pipe splitting
2026-05-19 07:18:59 | INST-A01 | PRESS | 4.24 | OK
2026-05-19 07:19:29 | INST-A01 | TEMP | 24.69 | OK
2026-05-19 07:19:59 | INST-A01 | FLOW | 0.47 | OK
2026-05-19 07:20:29 | INST-A01 | PRESS | 4.28 | OK
2026-05-19 07:20:59 | INST-D04 | PRESS | 4.48 | OK
2026-05-19 07:21:29 | INST-B02 | TEMP | 22.39 | OK
2026-05-19 07:21:59 | INST-B02 | PRESS | 4.64 | OK
2026-05-19 07:22:29 | INST-A01 | TEMP | 45.96 | OK
2026-05-19 07:22:59 | INST-D04 | FLOW | 0.23 | OK
2026-05-19 07:23:29 | INST-A01 | PRESS | 4.13 | OK
2026-05-19 07:23:59 | INST-A01 | PRESS | 68.77 | CRITICAL
2026-05-19 07:24:29 Critical Failure on INST-A01 without pipe splitting
2026-05-19 07:24:59 | INST-A01 | FLOW | 1.07 | OK
2026-05-19 07:25:29 | INST-A01 | FLOW | 1.72 | OK
2026-05-19 07:25:59 | INST-B02 | TEMP | 62.16 | OK
2026-05-19 07:26:29 | INST-B02 | TEMP | 36.91 | OK
2026-05-19 07:26:59 Critical Failure on INST-A01 without pipe splitting
2026-05-19 07:27:29 Critical Failure on INST-A01 without pipe splitting
2026-05-19 07:27:59 | INST-A01 | FLOW | 0.59 | OK
2026-05-19 07:28:29 | INST-C03 | FLOW | 1.71 | OK
2026-05-19 07:28:59 | INST-B02 | TEMP | 39.32 | OK
2026-05-19 07:29:29 | INST-B02 | TEMP | 56.51 | OK
2026-05-19 07:29:59 | INST-C03 | TEMP | 20.91 | OK
2026-05-19 07:30:29 | INST-C03 | TEMP | 64.49 | OK
2026-05-19 07:30:59 | INST-C03 | TEMP | 82.36 | OK
2026-05-19 07:31:29 | INST-D04 | TEMP | 50.82 | OK
2026-05-19 07:31:59 | INST-A01 | PRESS | 1.68 | OK
2026-05-19 07:32:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 07:32:59 | INST-D04 | FLOW | 2.16 | OK
2026-05-19 07:33:29 | INST-B02 | FLOW | 2.18 | OK
2026-05-19 07:33:59 | INST-C03 | TEMP | 56.27 | OK
2026-05-19 07:34:29 | INST-D04 | FLOW | 0.51 | OK
2026-05-19 07:34:59 | INST-A01 | FLOW | 1.7 | OK
2026-05-19 07:35:29 | INST-B02 | TEMP | 75.76 | OK
2026-05-19 07:35:59 | INST-A01 | TEMP | 22.87 | OK
2026-05-19 07:36:29 | INST-A01 | FLOW | 2.19 | OK
2026-05-19 07:36:59 | INST-A01 | PRESS | 3.12 | OK
2026-05-19 07:37:29 | INST-B02 | FLOW | 1.03 | OK
2026-05-19 07:37:59 | INST-D04 | TEMP | 51.52 | OK
2026-05-19 07:38:29 | INST-C03 | PRESS | 1.14 | OK
2026-05-19 07:38:59 | INST-D04 | PRESS | 2.54 | OK
2026-05-19 07:39:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 07:39:59 | INST-B02 | PRESS | 3.39 | OK
2026-05-19 07:40:29 | INST-A01 | PRESS | 3.43 | OK
2026-05-19 07:40:59 | INST-A01 | PRESS | 1.05 | OK
2026-05-19 07:41:29 | INST-C03 | PRESS | 2.12 | OK
2026-05-19 07:41:59 | INST-B02 | TEMP | 71.11 | OK
2026-05-19 07:42:29 | INST-C03 | PRESS | 1.4 | OK
2026-05-19 07:42:59 | INST-D04 | FLOW | 0.89 | OK
2026-05-19 07:43:29 | INST-B02 | FLOW | 1.35 | OK
2026-05-19 07:43:59 | INST-A01 | TEMP | 22.86 | OK
2026-05-19 07:44:29 | INST-A01 | FLOW | 2.47 | OK
2026-05-19 07:44:59 | INST-B02 | FLOW | 1.12 | OK
2026-05-19 07:45:29 | INST-B02 | FLOW | 101.0 | CRITICAL
2026-05-19 07:45:59 | INST-D04 | TEMP | 36.21 | OK
2026-05-19 07:46:29 | INST-A01 | PRESS | 0.6 | CRITICAL
2026-05-19 07:46:59 | INST-C03 | FLOW | 1.18 | OK
2026-05-19 07:47:29 Critical Failure on INST-A01 without pipe splitting
2026-05-19 07:47:59 | INST-C03 | PRESS | 3.29 | OK
2026-05-19 07:48:29 | INST-C03 | PRESS | 99.68 | CRITICAL
2026-05-19 07:48:59 | INST-B02 | PRESS | 3.91 | OK
2026-05-19 07:49:29 | INST-B02 | TEMP | 122.53 | CRITICAL
2026-05-19 07:49:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 07:50:29 | INST-A01 | TEMP | 48.67 | OK
2026-05-19 07:50:59 | INST-C03 | PRESS | 4.63 | OK
2026-05-19 07:51:29 | INST-A01 | TEMP | 66.87 | OK
2026-05-19 07:51:59 | INST-A01 | PRESS | 1.5 | OK
2026-05-19 07:52:29 | INST-C03 | TEMP | 23.53 | OK
2026-05-19 07:52:59 | INST-A01 | FLOW | 0.6 | OK
2026-05-19 07:53:29 | INST-A01 | PRESS | 2.09 | OK
2026-05-19 07:53:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 07:54:29 | INST-C03 | PRESS | 2.86 | OK
2026-05-19 07:54:59 | INST-D04 | FLOW | 1.94 | OK
2026-05-19 07:55:29 | INST-A01 | TEMP | 28.51 | OK
2026-05-19 07:55:59 | INST-B02 | TEMP | 71.82 | OK
2026-05-19 07:56:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 07:56:59 | INST-B02 | FLOW | 24.05 | CRITICAL
2026-05-19 07:57:29 | INST-D04 | PRESS | 3.16 | OK
2026-05-19 07:57:59 | INST-C03 | FLOW | 97.02 | CRITICAL
2026-05-19 07:58:29 | INST-B02 | FLOW | 0.37 | OK
2026-05-19 07:58:59 | INST-B02 | FLOW | 0.31 | OK
2026-05-19 07:59:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 07:59:59 | INST-C03 | FLOW | 0.73 | OK
2026-05-19 08:00:29 Critical Failure on INST-D04 without pipe splitting
2026-05-19 08:00:59 | INST-A01 | PRESS | 0.8 | OK
2026-05-19 08:01:29 | INST-A01 | PRESS | 1.81 | OK
2026-05-19 08:01:59 Critical Failure on INST-A01 without pipe splitting
2026-05-19 08:02:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 08:02:59 | INST-B02 | PRESS | 1.11 | OK
2026-05-19 08:03:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 08:03:59 | INST-D04 | PRESS | 0.6 | CRITICAL
2026-05-19 08:04:29 | INST-B02 | TEMP | 172.57 | CRITICAL
2026-05-19 08:04:59 | INST-D04 | FLOW | 1.69 | OK
2026-05-19 08:05:29 | INST-C03 | FLOW | 1.68 | OK
2026-05-19 08:05:59 | INST-C03 | FLOW | 0.43 | OK
2026-05-19 08:06:29 | INST-A01 | PRESS | 3.19 | OK
2026-05-19 08:06:59 | INST-A01 | PRESS | 4.45 | OK
2026-05-19 08:07:29 | INST-B02 | PRESS | 2.84 | OK
2026-05-19 08:07:59 | INST-B02 | FLOW | 1.48 | OK
2026-05-19 08:08:29 | INST-D04 | TEMP | 15.1 | CRITICAL
2026-05-19 08:08:59 Critical Failure on INST-B02 without pipe splitting
2026-05-19 08:09:29 Critical Failure on INST-B02 without pipe splitting
2026-05-19 08:09:59 | INST-C03 | PRESS | 3.72 | OK
2026-05-19 08:10:29 | INST-C03 | TEMP | 44.61 | OK
2026-05-19 08:10:59 | INST-C03 | PRESS | 0.69 | OK
2026-05-19 08:11:29 | INST-B02 | PRESS | 57.72 | CRITICAL
2026-05-19 08:11:59 | INST-C03 | FLOW | 0.59 | OK
2026-05-19 08:12:29 | INST-B02 | TEMP | 58.45 | OK
2026-05-19 08:12:59 | INST-B02 | FLOW | 1.2 | OK
2026-05-19 08:13:29 | INST-B02 | TEMP | 15.1 | CRITICAL
2026-05-19 08:13:59 | INST-A01 | FLOW | 1.14 | OK
2026-05-19 08:14:29 | INST-C03 | FLOW | 1.7 | OK
2026-05-19 08:14:59 | INST-B02 | PRESS | 4.9 | OK
2026-05-19 08:15:29 | INST-A01 | FLOW | 2.11 | OK
2026-05-19 08:15:59 | INST-B02 | TEMP | 43.99 | OK
2026-05-19 08:16:29 | INST-C03 | FLOW | 1.05 | OK
2026-05-19 08:16:59 Critical Failure on INST-B02 without pipe splitting
2026-05-19 08:17:29 | INST-D04 | PRESS | 1.25 | OK
2026-05-19 08:17:59 | INST-C03 | PRESS | 4.52 | OK
2026-05-19 08:18:29 | INST-C03 | PRESS | 1.95 | OK
2026-05-19 08:18:59 | INST-D04 | PRESS | 4.91 | OK
2026-05-19 08:19:29 | INST-C03 | TEMP | 75.25 | OK
2026-05-19 08:19:59 | INST-C03 | TEMP | 50.71 | OK
2026-05-19 08:20:29 | INST-A01 | TEMP | 15.1 | CRITICAL
2026-05-19 08:20:59 | INST-C03 | PRESS | 2.76 | OK
2026-05-19 08:21:29 | INST-D04 | FLOW | 2.18 | OK
2026-05-19 08:21:59 | INST-B02 | TEMP | 47.29 | OK
2026-05-19 08:22:29 | INST-A01 | PRESS | 3.75 | OK
2026-05-19 08:22:59 Critical Failure on INST-A01 without pipe splitting
2026-05-19 08:23:29 | INST-C03 | FLOW | 0.28 | OK
2026-05-19 08:23:59 | INST-C03 | FLOW | 1.83 | OK
2026-05-19 08:24:29 | INST-D04 | PRESS | 3.66 | OK
2026-05-19 08:24:59 | INST-D04 | FLOW | 0.82 | OK
2026-05-19 08:25:29 | INST-A01 | TEMP | 38.3 | OK
2026-05-19 08:25:59 | INST-A01 | PRESS | 4.94 | OK
2026-05-19 08:26:29 | INST-C03 | PRESS | 2.5 | OK
2026-05-19 08:26:59 | INST-B02 | FLOW | 19.68 | CRITICAL
2026-05-19 08:27:29 | INST-C03 | FLOW | 0.21 | OK
2026-05-19 08:27:59 | INST-D04 | FLOW | 0.2 | OK
2026-05-19 08:28:29 | INST-C03 | FLOW | 0.6 | OK
2026-05-19 08:28:59 | INST-A01 | PRESS | 0.65 | OK
2026-05-19 08:29:29 | INST-B02 | FLOW | 2.06 | OK
2026-05-19 08:29:59 | INST-D04 | TEMP | 166.52 | CRITICAL
2026-05-19 08:30:29 | INST-D04 | TEMP | 59.85 | OK
2026-05-19 08:30:59 | INST-B02 | FLOW | 1.66 | OK
2026-05-19 08:31:29 Critical Failure on INST-A01 without pipe splitting
2026-05-19 08:31:59 | INST-B02 | TEMP | 76.62 | OK
2026-05-19 08:32:29 | INST-B02 | PRESS | 3.75 | OK
2026-05-19 08:32:59 | INST-B02 | PRESS | 2.89 | OK
2026-05-19 08:33:29 | INST-D04 | FLOW | 2.44 | OK
2026-05-19 08:33:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 08:34:29 | INST-B02 | PRESS | 3.96 | OK
2026-05-19 08:34:59 | INST-D04 | TEMP | 55.73 | OK
2026-05-19 08:35:29 | INST-D04 | FLOW | 0.61 | OK
2026-05-19 08:35:59 | INST-A01 | FLOW | 2.41 | OK
2026-05-19 08:36:29 | INST-D04 | PRESS | 2.04 | OK
2026-05-19 08:36:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 08:37:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 08:37:59 | INST-B02 | TEMP | 45.67 | OK
2026-05-19 08:38:29 | INST-C03 | TEMP | 19.29 | OK
2026-05-19 08:38:59 | INST-A01 | PRESS | 2.2 | OK
2026-05-19 08:39:29 | INST-A01 | PRESS | 2.76 | OK
2026-05-19 08:39:59 | INST-A01 | TEMP | 60.69 | OK
2026-05-19 08:40:29 | INST-A01 | PRESS | 2.04 | OK
2026-05-19 08:40:59 | INST-B02 | PRESS | 4.61 | OK
2026-05-19 08:41:29 | INST-C03 | FLOW | 1.58 | OK
2026-05-19 08:41:59 | INST-C03 | TEMP | 65.79 | OK
2026-05-19 08:42:29 | INST-B02 | PRESS | 4.98 | OK
2026-05-19 08:42:59 Critical Failure on INST-D04 without pipe splitting
2026-05-19 08:43:29 | INST-D04 | TEMP | 59.02 | OK
2026-05-19 08:43:59 | INST-D04 | FLOW | 0.76 | OK
2026-05-19 08:44:29 | INST-B02 | PRESS | 4.15 | OK
2026-05-19 08:44:59 | INST-D04 | FLOW | 2.16 | OK
2026-05-19 08:45:29 | INST-C03 | PRESS | 3.35 | OK
2026-05-19 08:45:59 Critical Failure on INST-D04 without pipe splitting
2026-05-19 08:46:29 | INST-A01 | PRESS | 3.4 | OK
2026-05-19 08:46:59 | INST-D04 | TEMP | 46.67 | OK
2026-05-19 08:47:29 | INST-D04 | TEMP | 47.33 | OK
2026-05-19 08:47:59 | INST-B02 | FLOW | 0.94 | OK
2026-05-19 08:48:29 | INST-A01 | PRESS | 1.1 | OK
2026-05-19 08:48:59 | INST-C03 | TEMP | 64.57 | OK
2026-05-19 08:49:29 | INST-B02 | FLOW | 0.92 | OK
2026-05-19 08:49:59 | INST-C03 | TEMP | 49.12 | OK
2026-05-19 08:50:29 | INST-B02 | TEMP | 82.04 | OK
2026-05-19 08:50:59 | INST-D04 | FLOW | 1.68 | OK
2026-05-19 08:51:29 | INST-B02 | PRESS | 1.32 | OK
2026-05-19 08:51:59 | INST-D04 | FLOW | 0.2 | CRITICAL
2026-05-19 08:52:29 | INST-D04 | TEMP | 66.19 | OK
2026-05-19 08:52:59 Critical Failure on INST-D04 without pipe splitting
2026-05-19 08:53:29 Critical Failure on INST-A01 without pipe splitting
2026-05-19 08:53:59 | INST-B02 | TEMP | 84.39 | OK
2026-05-19 08:54:29 | INST-C03 | PRESS | 4.45 | OK
2026-05-19 08:54:59 | INST-D04 | TEMP | 26.26 | OK
2026-05-19 08:55:29 | INST-B02 | PRESS | 1.01 | OK
2026-05-19 08:55:59 | INST-B02 | PRESS | 0.6 | CRITICAL
2026-05-19 08:56:29 | INST-C03 | FLOW | 2.19 | OK
2026-05-19 08:56:59 | INST-C03 | TEMP | 115.96 | CRITICAL
2026-05-19 08:57:29 | INST-B02 | TEMP | 33.8 | OK
2026-05-19 08:57:59 | INST-A01 | FLOW | 0.14 | OK
2026-05-19 08:58:29 | INST-C03 | FLOW | 60.34 | CRITICAL
2026-05-19 08:58:59 | INST-D04 | FLOW | 0.2 | CRITICAL
2026-05-19 08:59:29 | INST-D04 | TEMP | 16.97 | OK
2026-05-19 08:59:59 | INST-C03 | FLOW | 2.12 | OK
2026-05-19 09:00:29 | INST-C03 | FLOW | 0.17 | OK
2026-05-19 09:00:59 | INST-D04 | PRESS | 0.97 | OK
2026-05-19 09:01:29 | INST-C03 | FLOW | 44.55 | CRITICAL
2026-05-19 09:01:59 | INST-C03 | PRESS | 4.66 | OK
2026-05-19 09:02:29 | INST-A01 | TEMP | 23.12 | OK
2026-05-19 09:02:59 | INST-B02 | FLOW | 0.55 | OK
2026-05-19 09:03:29 | INST-A01 | FLOW | 1.01 | OK
2026-05-19 09:03:59 Critical Failure on INST-B02 without pipe splitting
2026-05-19 09:04:29 | INST-A01 | TEMP | 24.25 | OK
2026-05-19 09:04:59 | INST-D04 | FLOW | 0.56 | OK
2026-05-19 09:05:29 | INST-C03 | TEMP | 69.46 | OK
2026-05-19 09:05:59 | INST-D04 | FLOW | 0.78 | OK
2026-05-19 09:06:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 09:06:59 Critical Failure on INST-B02 without pipe splitting
2026-05-19 09:07:29 | INST-D04 | PRESS | 2.51 | OK
2026-05-19 09:07:59 | INST-B02 | FLOW | 61.63 | CRITICAL
2026-05-19 09:08:29 | INST-B02 | FLOW | 2.18 | OK
2026-05-19 09:08:59 | INST-B02 | TEMP | 84.4 | OK
2026-05-19 09:09:29 | INST-C03 | PRESS | 0.7 | OK
2026-05-19 09:09:59 | INST-A01 | PRESS | 0.7 | OK
2026-05-19 09:10:29 | INST-B02 | TEMP | 27.13 | OK
2026-05-19 09:10:59 | INST-B02 | FLOW | 1.75 | OK
